Customer ID,"Avg Monthly Sent Emails
(Jan-Oct)","Avg Monthly Sent Emails 
(Nov-Dec)","Avg Monthly Subscribers
",Email Provider,Avg Monthly Opened Emails,"Avg Mthly Sales $ 
(via Email Campaigns)","Avg Mthly Sales $
(Total)"
907,10710,"16,815",6799,Shopify Email,428.4,"$4,263 ","$85,260 "
908,2967,"3,471",4919,Shopify Email,296.7,$888 ,"$17,760 "
909,66718,"136,105",14691,Third Party Solution,667.18,"$52,880 ","$1,762,667 "
910,7786,"12,380",6590,Shopify Email,778.6,"$3,758 ","$93,950 "
911,22687,"44,693",9800,Third Party Solution,680.61,"$42,600 ","$852,000 "
912,5930,"9,310",6008,Shopify Email,296.5,"$4,024 ","$134,133 "
913,31922,"63,844",8435,Third Party Solution,319.22,"$17,820 ","$445,500 "
914,17880,"35,045",10254,Third Party Solution,178.8,"$10,153 ","$338,433 "
915,11643,"17,697",6487,Shopify Email,815.01,"$2,084 ","$41,680 "
916,33378,"45,394",11279,Shopify Email,3337.8,"$2,744 ","$68,600 "
917,12185,"20,715",7500,Shopify Email,731.1,"$4,266 ","$142,200 "
918,11408,"16,884",7083,Shopify Email,684.48,"$2,293 ","$38,217 "
919,10503,"16,700",7053,Shopify Email,525.15,"$2,747 ","$68,675 "
920,17941,"27,629",14894,Shopify Email,1614.69,"$2,692 ","$67,300 "
921,82475,"174,847",14198,Third Party Solution,1649.5,"$55,133 ","$5,513,300 "
922,84051,"184,912",16973,Third Party Solution,1681.02,"$54,115 ","$1,082,300 "
923,41514,"74,725",8102,Third Party Solution,1245.42,"$17,143 ","$571,433 "
924,12144,"15,909",6616,Shopify Email,485.76,"$2,601 ","$52,020 "
925,70709,"143,539",12558,Third Party Solution,707.09,"$55,989 ","$2,799,450 "
926,28813,"55,609",7591,Third Party Solution,864.39,"$19,486 ","$974,300 "
927,21748,"42,626",7594,Third Party Solution,434.96,"$26,731 ","$668,275 "
928,25358,"46,659",10476,Third Party Solution,760.74,"$13,591 ","$271,820 "
929,38623,"69,908",9822,Third Party Solution,1158.69,"$36,256 ","$604,267 "
930,9381,"12,289",7305,Shopify Email,844.29,"$3,927 ","$98,175 "
931,23408,"45,880",9553,Third Party Solution,468.16,"$14,093 ","$704,650 "
932,86874,"179,829",15009,Third Party Solution,2606.22,"$53,399 ","$5,339,900 "
933,12501,"15,626",6492,Shopify Email,500.04,"$2,106 ","$35,100 "
934,60828,"123,481",15010,Third Party Solution,608.28,"$58,644 ","$5,864,400 "
935,2096,"2,410",5092,Shopify Email,209.6,$563 ,"$9,383 "
936,54282,"71,109",8751,Shopify Email,5428.2,"$2,216 ","$44,320 "
937,59935,"128,860",13148,Third Party Solution,599.35,"$50,414 ","$1,008,280 "
938,99252,"215,377",13704,Third Party Solution,2977.56,"$58,989 ","$1,179,780 "
939,36900,"70,848",9261,Third Party Solution,369,"$36,838 ","$736,760 "
940,10623,"13,173",6145,Shopify Email,1062.3,"$3,433 ","$68,660 "
941,110868,"243,910",18051,Third Party Solution,3326.04,"$58,875 ","$1,471,875 "
942,26958,"50,951",10615,Third Party Solution,539.16,"$48,639 ","$1,621,300 "
943,35401,"69,032",7606,Third Party Solution,1062.03,"$24,270 ","$606,750 "
944,16469,"32,444",8785,Third Party Solution,329.38,"$37,978 ","$949,450 "
945,58176,"125,660",19367,Third Party Solution,1163.52,"$55,887 ","$1,862,900 "
946,101831,"213,845",12488,Third Party Solution,2036.62,"$52,069 ","$1,735,633 "
947,4749,"8,548",7467,Shopify Email,237.45,"$4,632 ","$92,640 "
948,4854,"7,912",6094,Shopify Email,291.24,"$4,836 ","$96,720 "
949,3004,"4,506",7113,Shopify Email,240.32,"$4,274 ","$71,233 "
950,16847,"30,493",10498,Third Party Solution,168.47,"$47,842 ","$1,196,050 "
951,40783,"74,633",10206,Third Party Solution,407.83,"$6,403 ","$106,717 "
952,110586,"236,654",18748,Third Party Solution,3317.58,"$55,707 ","$1,114,140 "
953,8620,"10,430",6856,Shopify Email,344.8,"$2,247 ","$37,450 "
954,72168,"150,831",12060,Third Party Solution,2165.04,"$54,860 ","$2,743,000 "
955,60046,"131,501",13792,Third Party Solution,600.46,"$56,144 ","$5,614,400 "
956,50659,"107,397",14547,Third Party Solution,1013.18,"$56,871 ","$1,137,420 "
957,40379,"73,490",10720,Third Party Solution,1211.37,"$21,466 ","$715,533 "
958,111562,"225,355",14043,Third Party Solution,2231.24,"$57,052 ","$1,901,733 "
959,19297,"36,857",8425,Third Party Solution,385.94,"$10,144 ","$169,067 "
960,6023,"10,480",6333,Shopify Email,542.07,"$2,741 ","$54,820 "
961,95844,"208,940",16419,Third Party Solution,958.44,"$54,272 ","$1,085,440 "
962,112881,"241,565",16806,Third Party Solution,1128.81,"$51,778 ","$1,294,450 "
963,29809,"56,041",9672,Third Party Solution,894.27,"$15,267 ","$381,675 "
964,37785,"72,169",10843,Third Party Solution,377.85,"$9,123 ","$182,460 "
965,26201,"49,258",10816,Third Party Solution,262.01,"$31,091 ","$1,554,550 "
966,102209,"222,816",13566,Third Party Solution,3066.27,"$56,915 ","$2,845,750 "
967,11645,"20,728",6531,Shopify Email,582.25,"$2,499 ","$41,650 "
968,7757,"11,248",7400,Shopify Email,698.13,"$2,568 ","$42,800 "
969,41753,"78,078",8577,Third Party Solution,835.06,"$42,023 ","$2,101,150 "
970,41118,"75,246",11001,Third Party Solution,411.18,"$9,578 ","$159,633 "
971,108561,"220,379",15857,Third Party Solution,2171.22,"$59,070 ","$2,953,500 "
972,58080,"125,453",16503,Third Party Solution,1161.6,"$59,415 ","$990,250 "
973,41076,"79,277",10976,Third Party Solution,1232.28,"$28,969 ","$579,380 "
974,1599,"1,919",4228,Shopify Email,63.96,$510 ,"$17,000 "
975,8647,"13,662",6997,Shopify Email,778.23,"$2,873 ","$57,460 "
976,102884,"216,056",16609,Third Party Solution,3086.52,"$53,726 ","$1,790,867 "
977,11228,"19,761",6812,Shopify Email,898.24,"$3,641 ","$60,683 "
978,18150,"34,122",9184,Third Party Solution,544.5,"$7,923 ","$198,075 "
979,27885,"52,145",11927,Third Party Solution,278.85,"$21,104 ","$1,055,200 "
980,28325,"50,985",8092,Third Party Solution,849.75,"$22,116 ","$442,320 "
981,112738,"240,132",18643,Third Party Solution,3382.14,"$53,905 ","$2,695,250 "
982,20896,"39,702",8605,Third Party Solution,626.88,"$40,208 ","$1,005,200 "
983,11947,"19,832",6134,Shopify Email,955.76,"$4,539 ","$151,300 "
984,1911,"2,293",2376,Shopify Email,171.99,"$1,692 ","$28,200 "
985,37058,"69,298",11392,Third Party Solution,1111.74,"$49,797 ","$1,244,925 "
986,14822,"18,824",7471,Shopify Email,1037.54,"$3,291 ","$65,820 "
987,8716,"11,244",6071,Shopify Email,348.64,"$3,715 ","$74,300 "
988,9687,"13,659",6040,Shopify Email,871.83,"$4,938 ","$164,600 "
989,27277,"54,281",10728,Third Party Solution,545.54,"$7,768 ","$258,933 "
990,48030,"96,060",16232,Third Party Solution,960.6,"$57,705 ","$961,750 "
991,105275,"217,919",15075,Third Party Solution,2105.5,"$53,099 ","$884,983 "
992,105806,"225,367",12077,Third Party Solution,2116.12,"$58,282 ","$2,914,100 "
993,60233,"120,466",17899,Third Party Solution,1806.99,"$59,775 ","$5,977,500 "
994,40757,"74,993",11593,Third Party Solution,407.57,"$11,101 ","$277,525 "
995,37183,"71,020",10537,Third Party Solution,371.83,"$21,511 ","$537,775 "
996,24240,"43,632",10603,Third Party Solution,727.2,"$23,510 ","$1,175,500 "
997,15887,"29,232",10862,Third Party Solution,317.74,"$8,988 ","$299,600 "
998,59648,"125,261",12735,Third Party Solution,1789.44,"$54,093 ","$2,704,650 "
999,32533,"63,114",7845,Third Party Solution,975.99,"$22,549 ","$1,127,450 "
1000,28668,"53,609",10238,Third Party Solution,286.68,"$22,717 ","$1,135,850 "
1001,2902,"3,221",554,Shopify Email,261.18,"$1,180 ","$23,600 "
1002,5858,"7,557",6748,Shopify Email,468.64,"$4,196 ","$139,867 "
1003,115083,"240,523",14602,Third Party Solution,2301.66,"$53,512 ","$1,070,240 "
1004,6480,"9,850",6502,Shopify Email,453.6,"$3,813 ","$63,550 "
1005,26712,"52,356",10494,Third Party Solution,801.36,"$35,846 ","$1,194,867 "
1006,33365,"61,725",9217,Third Party Solution,667.3,"$25,931 ","$518,620 "
1007,49616,"106,178",17832,Third Party Solution,992.32,"$58,844 ","$1,961,467 "
1008,14346,"22,954",6479,Shopify Email,860.76,"$4,612 ","$153,733 "
1009,29557,"58,523",7843,Third Party Solution,886.71,"$8,299 ","$138,317 "
1010,111522,"223,044",15021,Third Party Solution,1115.22,"$57,223 ","$953,717 "
1011,37215,"73,314",9072,Third Party Solution,744.3,"$21,105 ","$703,500 "
1012,98729,"211,280",19541,Third Party Solution,2961.87,"$51,313 ","$1,026,260 "
1013,13683,"18,062",7085,Shopify Email,820.98,"$2,657 ","$66,425 "
1014,10118,"13,052",6603,Shopify Email,404.72,"$4,825 ","$160,833 "
1015,71660,"146,186",19535,Third Party Solution,2149.8,"$52,170 ","$5,217,000 "
1016,70690,"93,311",10738,Shopify Email,2827.6,"$3,934 ","$98,350 "
1017,8342,"14,599",6567,Shopify Email,750.78,"$3,925 ","$78,500 "
1018,34463,"66,169",7763,Third Party Solution,344.63,"$6,859 ","$228,633 "
1019,71161,"148,015",12085,Third Party Solution,2134.83,"$54,266 ","$1,356,650 "
1020,15326,"30,499",7638,Third Party Solution,153.26,"$28,109 ","$936,967 "
1021,77217,"161,384",19699,Third Party Solution,2316.51,"$50,151 ","$1,253,775 "
1022,984,"1,112",1740,Shopify Email,49.2,"$1,517 ","$30,340 "
1023,97650,"211,901",15743,Third Party Solution,2929.5,"$56,766 ","$1,419,150 "
1024,86666,"184,599",13377,Third Party Solution,2599.98,"$50,540 ","$1,010,800 "
1025,24743,"45,527",8333,Third Party Solution,247.43,"$49,997 ","$1,666,567 "
1026,40343,"76,248",9413,Third Party Solution,806.86,"$19,166 ","$319,433 "
1027,26234,"52,206",7535,Third Party Solution,524.68,"$22,957 ","$1,147,850 "
1028,20494,"39,144",8441,Third Party Solution,409.88,"$28,180 ","$939,333 "
1029,23682,"46,180",8585,Third Party Solution,710.46,"$33,830 ","$1,691,500 "
1030,4620,"6,653",6860,Shopify Email,277.2,"$4,703 ","$117,575 "
1031,36167,"70,887",9216,Third Party Solution,723.34,"$48,881 ","$1,222,025 "
1032,8941,"12,339",6940,Shopify Email,715.28,"$4,433 ","$88,660 "
1033,1630,"1,809",5796,Shopify Email,97.8,"$1,273 ","$25,460 "
1034,10486,"17,092",6093,Shopify Email,943.74,"$4,848 ","$121,200 "
1035,86844,"178,899",16785,Third Party Solution,868.44,"$58,280 ","$5,828,000 "
1036,8517,"14,394",6977,Shopify Email,340.68,"$3,410 ","$113,667 "
1037,59913,"107,244",8887,Shopify Email,2396.52,"$2,550 ","$51,000 "
1038,116249,"249,935",17992,Third Party Solution,1162.49,"$53,753 ","$5,375,300 "
1039,32266,"64,209",9375,Third Party Solution,322.66,"$6,700 ","$111,667 "
1040,42922,"87,561",16117,Third Party Solution,1287.66,"$55,105 ","$1,102,100 "
1041,17813,"32,776",11721,Third Party Solution,356.26,"$12,383 ","$247,660 "
1042,14691,"18,070",6461,Shopify Email,734.55,"$4,805 ","$80,083 "
1043,104684,"212,509",16767,Third Party Solution,1046.84,"$51,048 ","$850,800 "
1044,66575,"145,799",19228,Third Party Solution,1997.25,"$52,686 ","$2,634,300 "
1045,32803,"65,278",10456,Third Party Solution,328.03,"$7,282 ","$242,733 "
1046,79643,"166,454",14779,Third Party Solution,2389.29,"$50,329 ","$838,817 "
1047,102333,"207,736",14985,Third Party Solution,1023.33,"$50,031 ","$5,003,100 "
1048,49138,"74,198",8932,Shopify Email,2948.28,"$3,225 ","$107,500 "
1049,25928,"48,226",9971,Third Party Solution,777.84,"$29,368 ","$489,467 "
1050,85533,"177,909",18022,Third Party Solution,2565.99,"$50,654 ","$2,532,700 "
1051,45690,"99,604",12805,Third Party Solution,456.9,"$56,609 ","$1,132,180 "
1052,43758,"72,201",13341,Shopify Email,3938.22,"$2,430 ","$81,000 "
1053,17669,"30,391",12753,Shopify Email,1236.83,"$3,140 ","$62,800 "
1054,23611,"46,514",9423,Third Party Solution,236.11,"$44,605 ","$1,115,125 "
1055,14388,"23,309",6915,Shopify Email,719.4,"$3,642 ","$60,700 "
1056,30869,"57,108",8785,Third Party Solution,617.38,"$22,802 ","$570,050 "
1057,2175,"2,371",2935,Shopify Email,108.75,"$1,404 ","$23,400 "
1058,33567,"60,756",11964,Third Party Solution,671.34,"$48,338 ","$966,760 "
1059,29790,"56,005",11575,Third Party Solution,893.7,"$37,358 ","$933,950 "
1060,36631,"66,302",8964,Third Party Solution,366.31,"$8,145 ","$135,750 "
1061,37870,"61,349",12548,Shopify Email,1514.8,"$4,756 ","$95,120 "
1062,58567,"119,477",12398,Third Party Solution,1757.01,"$51,901 ","$1,038,020 "
1063,101208,"209,501",12149,Third Party Solution,2024.16,"$56,511 ","$2,825,550 "
1064,36840,"73,680",8264,Third Party Solution,368.4,"$13,713 ","$457,100 "
1065,89712,"183,012",16847,Third Party Solution,1794.24,"$53,564 ","$5,356,400 "
1066,39038,"78,076",7750,Third Party Solution,390.38,"$27,701 ","$554,020 "
1067,14819,"22,377",6687,Shopify Email,1037.33,"$4,518 ","$90,360 "
1068,32240,"60,289",11068,Third Party Solution,322.4,"$46,461 ","$1,161,525 "
1069,6297,"7,682",7318,Shopify Email,440.79,"$2,225 ","$74,167 "
1070,15652,"31,304",7634,Third Party Solution,313.04,"$13,085 ","$436,167 "
1071,34600,"62,280",10932,Third Party Solution,346,"$14,127 ","$282,540 "
1072,6429,"11,444",7429,Shopify Email,321.45,"$3,676 ","$91,900 "
1073,16080,"31,678",9732,Third Party Solution,321.6,"$29,643 ","$741,075 "
1074,16259,"32,518",11274,Third Party Solution,487.77,"$10,392 ","$173,200 "
1075,1810,"2,118",4570,Shopify Email,90.5,"$1,800 ","$36,000 "
1076,72802,"151,428",14493,Third Party Solution,2184.06,"$50,623 ","$2,531,150 "
1077,35984,"66,211",10509,Third Party Solution,359.84,"$46,112 ","$1,537,067 "
1078,18729,"35,772",10012,Third Party Solution,561.87,"$37,521 ","$938,025 "
1079,117113,"244,766",19842,Third Party Solution,3513.39,"$52,125 ","$868,750 "
1080,19247,"36,377",8722,Third Party Solution,384.94,"$37,018 ","$1,850,900 "
1081,2809,"3,118",5170,Shopify Email,252.81,$13 ,$325 
1082,71000,"154,780",16509,Third Party Solution,710,"$59,076 ","$1,476,900 "
1083,14152,"23,775",6732,Shopify Email,707.6,"$3,970 ","$79,400 "
1084,40713,"78,576",9810,Third Party Solution,814.26,"$42,883 ","$2,144,150 "
1085,18496,"35,512",9307,Third Party Solution,369.92,"$9,119 ","$303,967 "
1086,1738,"1,860",1331,Shopify Email,86.9,"$1,447 ","$24,117 "
1087,17034,"31,343",9843,Third Party Solution,511.02,"$25,972 ","$1,298,600 "
1088,15551,"23,015",11077,Shopify Email,1555.1,"$2,432 ","$81,067 "
1089,109479,"222,242",13237,Third Party Solution,3284.37,"$54,301 ","$1,086,020 "
1090,3422,"5,201",6933,Shopify Email,307.98,"$4,114 ","$68,567 "
1091,25285,"47,030",11289,Third Party Solution,758.55,"$39,876 ","$797,520 "
1092,21493,"39,547",10759,Third Party Solution,644.79,"$25,042 ","$417,367 "
1093,801,849,2589,Shopify Email,32.04,$328 ,"$5,467 "
1094,39489,"71,870",8500,Third Party Solution,1184.67,"$36,311 ","$907,775 "
1095,10392,"13,406",6830,Shopify Email,1039.2,"$3,117 ","$62,340 "
1096,57803,"123,120",16973,Third Party Solution,1734.09,"$58,286 ","$1,942,867 "
1097,84923,"180,037",16600,Third Party Solution,2547.69,"$57,882 ","$1,447,050 "
1098,24699,"45,199",11491,Third Party Solution,740.97,"$48,746 ","$1,218,650 "
1099,28863,"54,262",9767,Third Party Solution,865.89,"$46,808 ","$2,340,400 "
1100,3136,"4,829",7027,Shopify Email,282.24,"$2,172 ","$72,400 "
1101,99055,"198,110",14986,Third Party Solution,990.55,"$58,816 ","$1,470,400 "
1102,21189,"40,683",8954,Third Party Solution,423.78,"$12,470 ","$623,500 "
1103,94075,"200,380",19813,Third Party Solution,940.75,"$54,542 ","$1,090,840 "
1104,10336,"18,605",6388,Shopify Email,930.24,"$2,682 ","$53,640 "
1105,32868,"59,491",10724,Third Party Solution,986.04,"$45,630 ","$912,600 "
1106,17858,"33,752",9176,Third Party Solution,357.16,"$23,292 ","$388,200 "
1107,86040,"178,103",17543,Third Party Solution,1720.8,"$59,128 ","$1,970,933 "
1108,85123,"181,312",13773,Third Party Solution,2553.69,"$57,542 ","$1,150,840 "
1109,39410,"72,120",10027,Third Party Solution,394.1,"$31,194 ","$779,850 "
1110,14483,"18,538",6182,Shopify Email,1158.64,"$2,303 ","$38,383 "
1111,57407,"118,258",16807,Third Party Solution,574.07,"$56,281 ","$1,407,025 "
1112,11904,"21,308",6916,Shopify Email,1071.36,"$3,517 ","$117,233 "
1113,9579,"13,698",6866,Shopify Email,670.53,"$2,681 ","$53,620 "
1114,111757,"229,102",16482,Third Party Solution,2235.14,"$53,630 ","$2,681,500 "
1115,9888,"13,349",6626,Shopify Email,692.16,"$4,469 ","$89,380 "
1116,72689,"159,189",17085,Third Party Solution,726.89,"$54,450 ","$5,445,000 "
1117,3330,"5,195",7233,Shopify Email,333,"$4,956 ","$165,200 "
1118,41736,"76,794",11958,Third Party Solution,1252.08,"$17,014 ","$340,280 "
1119,15515,"29,944",10444,Third Party Solution,310.3,"$9,251 ","$154,183 "
1120,103624,"226,937",12626,Third Party Solution,2072.48,"$51,574 ","$859,567 "
1121,69919,"140,537",13645,Third Party Solution,2097.57,"$59,328 ","$988,800 "
1122,28278,"52,032",7956,Shopify Email,2262.24,"$4,985 ","$99,700 "
1123,21348,"42,483",11061,Third Party Solution,213.48,"$47,958 ","$1,598,600 "
1124,7458,"11,187",6993,Shopify Email,596.64,"$2,566 ","$42,767 "
1125,11978,"20,482",7416,Shopify Email,1078.02,"$3,506 ","$87,650 "
1126,45335,"97,017",15187,Third Party Solution,453.35,"$51,978 ","$1,039,560 "
1127,12151,"16,282",7477,Shopify Email,486.04,"$3,558 ","$118,600 "
1128,2302,"2,417",5865,Shopify Email,207.18,$862 ,"$21,550 "
1129,11494,"17,241",6407,Shopify Email,919.52,"$4,492 ","$149,733 "
1130,9229,"11,444",6413,Shopify Email,461.45,"$3,535 ","$88,375 "
1131,8608,"14,289",6198,Shopify Email,344.32,"$4,788 ","$95,760 "
1132,34062,"65,740",7876,Third Party Solution,681.24,"$12,669 ","$422,300 "
1133,4672,"6,868",6665,Shopify Email,420.48,"$4,916 ","$122,900 "
1134,10837,"16,364",7267,Shopify Email,541.85,"$4,710 ","$94,200 "
1135,39230,"76,891",11464,Third Party Solution,784.6,"$5,304 ","$106,080 "
1136,7916,"14,011",7209,Shopify Email,791.6,"$4,295 ","$85,900 "
1137,40150,"74,679",9431,Third Party Solution,1204.5,"$44,755 ","$745,917 "
1138,29500,"54,280",9955,Third Party Solution,590,"$18,668 ","$311,133 "
1139,37058,"70,781",10481,Third Party Solution,1111.74,"$34,943 ","$1,164,767 "
1140,15678,"29,004",8593,Third Party Solution,470.34,"$11,366 ","$568,300 "
1141,7958,"11,380",6572,Shopify Email,795.8,"$4,136 ","$82,720 "
1142,22869,"45,738",7629,Third Party Solution,457.38,"$23,636 ","$1,181,800 "
1143,50144,"74,715",10183,Shopify Email,4011.52,"$4,482 ","$89,640 "
1144,60695,"123,211",16068,Third Party Solution,1820.85,"$56,080 ","$2,804,000 "
1145,2377,"2,829",2750,Shopify Email,190.16,$951 ,"$31,700 "
1146,12803,"18,692",6082,Shopify Email,1152.27,"$2,671 ","$89,033 "
1147,26679,"40,552",11813,Shopify Email,1867.53,"$2,620 ","$52,400 "
1148,37590,"74,428",9723,Third Party Solution,1127.7,"$25,865 ","$1,293,250 "
1149,38994,"70,579",9316,Third Party Solution,779.88,"$11,175 ","$558,750 "
1150,37951,"69,830",7829,Third Party Solution,1138.53,"$40,960 ","$1,024,000 "
1151,6922,"8,929",6530,Shopify Email,484.54,"$3,712 ","$92,800 "
1152,17996,"33,113",11040,Third Party Solution,179.96,"$47,883 ","$1,197,075 "
1153,5960,"10,490",6965,Shopify Email,536.4,"$3,385 ","$84,625 "
1154,5139,"7,606",6697,Shopify Email,308.34,"$2,735 ","$68,375 "
1155,12196,"18,172",7479,Shopify Email,853.72,"$4,511 ","$90,220 "
1156,30661,"58,256",8629,Third Party Solution,613.22,"$5,496 ","$137,400 "
1157,80367,"165,556",18813,Third Party Solution,803.67,"$58,030 ","$1,160,600 "
1158,14449,"19,506",6924,Shopify Email,1300.41,"$3,280 ","$65,600 "
1159,33212,"40,187",10299,Shopify Email,1660.6,"$2,204 ","$55,100 "
1160,23620,"45,350",8072,Third Party Solution,472.4,"$41,114 ","$2,055,700 "
1161,45325,"92,463",18553,Third Party Solution,453.25,"$59,612 ","$5,961,200 "
1162,238,271,4726,Shopify Email,16.66,"$1,148 ","$22,960 "
1163,18996,"34,763",11695,Third Party Solution,379.92,"$5,717 ","$190,567 "
1164,93399,"198,940",16057,Third Party Solution,933.99,"$50,667 ","$1,688,900 "
1165,10410,"15,615",7326,Shopify Email,1041,"$3,792 ","$63,200 "
1166,25499,"50,998",11185,Third Party Solution,764.97,"$7,282 ","$182,050 "
1167,23788,"43,056",8811,Third Party Solution,475.76,"$11,547 ","$384,900 "
1168,56733,"115,168",16636,Third Party Solution,1134.66,"$56,153 ","$1,871,767 "
1169,15712,"31,267",8915,Third Party Solution,471.36,"$18,487 ","$924,350 "
1170,19018,"34,993",8495,Third Party Solution,380.36,"$40,642 ","$1,016,050 "
1171,34489,"63,115",10116,Third Party Solution,344.89,"$10,215 ","$510,750 "
1172,36059,"69,594",9527,Third Party Solution,721.18,"$47,025 ","$783,750 "
1173,12527,"17,037",6894,Shopify Email,626.35,"$2,910 ","$48,500 "
1174,33832,"61,913",8397,Third Party Solution,1014.96,"$21,008 ","$350,133 "
1175,71030,"142,060",15157,Third Party Solution,1420.6,"$55,395 ","$5,539,500 "
1176,38809,"75,289",9041,Third Party Solution,388.09,"$25,883 ","$647,075 "
1177,14118,"21,459",6309,Shopify Email,847.08,"$3,918 ","$130,600 "
1178,2342,"2,764",5823,Shopify Email,163.94,"$1,330 ","$22,167 "
1179,16525,"22,474",11429,Shopify Email,1487.25,"$4,411 ","$73,517 "
1180,3960,"6,574",7493,Shopify Email,316.8,"$3,959 ","$65,983 "
1181,2128,"2,362",3020,Shopify Email,106.4,"$1,064 ","$17,733 "
1182,2353,"2,706",3258,Shopify Email,235.3,"$1,145 ","$38,167 "
1183,1418,"1,617",2939,Shopify Email,56.72,$461 ,"$11,525 "
1184,62399,"110,446",9556,Shopify Email,6239.9,"$2,441 ","$81,367 "
1185,28112,"53,132",10677,Third Party Solution,281.12,"$43,363 ","$722,717 "
1186,97891,"198,719",14481,Third Party Solution,978.91,"$50,936 ","$1,697,867 "
1187,15476,"26,000",9437,Shopify Email,928.56,"$2,321 ","$77,367 "
1188,788,851,3481,Shopify Email,55.16,$730 ,"$18,250 "
1189,14669,"22,884",6905,Shopify Email,1026.83,"$2,819 ","$70,475 "
1190,7964,"11,468",6318,Shopify Email,796.4,"$4,344 ","$144,800 "
1191,7477,"12,711",6181,Shopify Email,448.62,"$2,480 ","$62,000 "
1192,1648,"1,895",3305,Shopify Email,82.4,$915 ,"$30,500 "
1193,40885,"76,864",9378,Third Party Solution,1226.55,"$9,215 ","$184,300 "
1194,29507,"58,129",7616,Third Party Solution,885.21,"$37,720 ","$943,000 "
1195,38561,"71,723",10790,Third Party Solution,385.61,"$33,738 ","$674,760 "
1196,545,610,4988,Shopify Email,43.6,$862 ,"$17,240 "
1197,2268,"2,676",2918,Shopify Email,113.4,"$1,011 ","$25,275 "
1198,148,173,5660,Shopify Email,10.36,"$1,790 ","$59,667 "
1199,49341,"91,281",7616,Shopify Email,4440.69,"$2,912 ","$58,240 "
1200,26252,"52,241",8727,Third Party Solution,262.52,"$21,239 ","$353,983 "
1201,90375,"191,595",13018,Third Party Solution,903.75,"$52,130 ","$868,833 "
1202,26874,"53,748",11990,Third Party Solution,268.74,"$45,256 ","$905,120 "
1203,38457,"74,222",9930,Third Party Solution,1153.71,"$18,182 ","$303,033 "
1204,32050,"57,690",10955,Third Party Solution,641,"$33,044 ","$660,880 "
1205,4867,"6,230",6775,Shopify Email,243.35,"$4,660 ","$77,667 "
1206,22428,"44,856",9921,Third Party Solution,448.56,"$34,861 ","$697,220 "
1207,843,944,5012,Shopify Email,59.01,"$1,062 ","$21,240 "
1208,95149,"197,910",16040,Third Party Solution,2854.47,"$58,434 ","$5,843,400 "
1209,5892,"10,429",6131,Shopify Email,353.52,"$2,457 ","$40,950 "
1210,7834,"9,949",7248,Shopify Email,705.06,"$2,572 ","$42,867 "
1211,24345,"48,447",10009,Third Party Solution,730.35,"$25,002 ","$625,050 "
1212,28823,"56,493",11247,Third Party Solution,864.69,"$38,314 ","$1,277,133 "
1213,1819,"2,037",1585,Shopify Email,127.33,$291 ,"$7,275 "
1214,93139,"187,209",16144,Third Party Solution,1862.78,"$59,034 ","$1,475,850 "
1215,5314,"8,768",7440,Shopify Email,371.98,"$2,341 ","$58,525 "
1216,3870,"6,424",7333,Shopify Email,348.3,"$3,985 ","$132,833 "
1217,56987,"123,662",19953,Third Party Solution,1139.74,"$56,170 ","$1,123,400 "
1218,4508,"6,582",6003,Shopify Email,270.48,"$4,850 ","$80,833 "
1219,1133,"1,326",1699,Shopify Email,113.3,"$1,861 ","$31,017 "
1220,2306,"2,767",5375,Shopify Email,92.24,$566 ,"$9,433 "
1221,73978,"159,792",16652,Third Party Solution,2219.34,"$58,469 ","$974,483 "
1222,14982,"24,870",6188,Shopify Email,599.28,"$3,333 ","$66,660 "
1223,73763,"151,952",19189,Third Party Solution,737.63,"$50,051 ","$1,001,020 "
1224,25824,"49,324",8344,Third Party Solution,774.72,"$48,807 ","$813,450 "
1225,14564,"18,351",7255,Shopify Email,728.2,"$3,805 ","$76,100 "
1226,40650,"78,861",9803,Third Party Solution,406.5,"$25,995 ","$433,250 "
1227,54470,"119,289",17367,Third Party Solution,1634.1,"$51,426 ","$1,285,650 "
1228,16427,"29,897",11614,Third Party Solution,164.27,"$26,187 ","$872,900 "
1229,37764,"70,996",8857,Third Party Solution,755.28,"$19,475 ","$389,500 "
1230,28467,"49,817",11854,Shopify Email,1138.68,"$3,224 ","$107,467 "
1231,85462,"178,616",16134,Third Party Solution,1709.24,"$53,285 ","$1,332,125 "
1232,26205,"51,624",8153,Third Party Solution,524.1,"$43,864 ","$1,462,133 "
1233,1680,"2,016",3191,Shopify Email,100.8,"$1,062 ","$17,700 "
1234,4319,"7,774",7084,Shopify Email,215.95,"$4,741 ","$158,033 "
1235,5100,"8,568",6433,Shopify Email,255,"$2,493 ","$83,100 "
1236,32092,"61,296",11239,Third Party Solution,962.76,"$45,859 ","$764,317 "
1237,26039,"49,214",11743,Third Party Solution,781.17,"$18,503 ","$462,575 "
1238,23660,"43,298",8141,Third Party Solution,473.2,"$31,134 ","$518,900 "
1239,7927,"13,000",6412,Shopify Email,634.16,"$2,237 ","$55,925 "
1240,2583,"2,919",2606,Shopify Email,180.81,$3 ,$100 
1241,528,618,4306,Shopify Email,52.8,$626 ,"$20,867 "
1242,14163,"22,236",7211,Shopify Email,991.41,"$3,271 ","$109,033 "
1243,104090,"216,507",16675,Third Party Solution,3122.7,"$50,742 ","$1,268,550 "
1244,99145,"212,170",16664,Third Party Solution,991.45,"$50,104 ","$835,067 "
